	amir_1_mix_1	amir_1_mix_2	amir_1_mix_5	amir_1_mix_6	amir_1_mix_7	amir_1_mix_8	amir_1_mix_9	amir_1_mix_10
WBGene00000075	35.1977912377814	16.3024440585235	24.8386241722717	17.2636741528342	30.9434730813611	42.6735116835866	23.596784143799	25.5799297451892
WBGene00000079	159.563320277942	122.268330438926	184.426784479117	98.1303583424259	177.675426080073	150.99857980346	115.362055814129	135.573627649503
WBGene00000080	684.010409720886	511.198067263701	726.529757038947	598.776908774617	691.736349851072	610.559474857469	574.188414165776	657.404194451363
WBGene00000081	71.5688421834889	95.485743771352	66.4433196608268	94.4959006260398	79.8541240809318	72.2167120799157	79.96687959843	70.7711389616902
WBGene00000083	10.5593373713344	31.4404278271525	27.3224865894989	19.0809030110273	18.9653544692213	8.7535408581716	15.7311894291993	19.6112794713117
WBGene00000084	2.34651941585209	5.82230144947268	6.83062164737472	4.54307214548268	4.99088275505824	7.65934825090015	10.4874596194662	6.82131459871713
WBGene00000085	8.21281795548233	4.65784115957814	6.20965604306792	0	0.998176551011648	3.28257782181435	0	4.2633216241982
WBGene00000086	36.3710509457075	78.0188394229339	30.4273146110328	29.0756617310892	16.969001367198	60.1805933999298	74.7231497886969	47.7492021910199
WBGene00000088	32.8512718219293	15.137983768629	32.2902114239532	31.8015050183788	26.9507668773145	19.6954669308861	44.5717033827315	16.2006221719532
WBGene00000089	126.712048456013	166.517821454919	103.080290314928	118.11987578255	86.8413599380133	111.607645941688	142.891637315227	110.846362229153
WBGene00000090	398.908300694856	299.266294502896	443.36944147505	353.451012918553	336.385497690925	372.025486472293	346.086167442386	628.413607406815
WBGene00000092	221.746084798023	206.109471311333	257.700725787319	219.884691841362	290.469376344389	254.946877494248	237.278773890424	266.883933674808
WBGene00000093	19.9454150347428	33.7693484069415	29.1853834024192	29.0756617310892	19.963531020233	22.9780447527005	17.0421218816326	25.5799297451892
WBGene00000094	96.2072960499359	74.5254585532503	142.201123386255	123.571562357129	90.8340661420599	121.455379407131	90.4543392178963	133.015634674984
WBGene00000095	28.1582329902251	26.7825866675743	29.1853834024192	17.2636741528342	32.9398261833844	37.2025486472293	34.0842437632653	28.9905870445478
